_ - ,_ - voce/entry,_ - titolo/title,_ - sottitolo/subtitle,_ - autore/author,ids_authors,_ - genere/genre,_ - metro/mode,_ - luogo di pubblicazione/city,ids_city,_ - luogo di rappresentazione/location,ids_location,_ - editore/publisher,ids_publisher,_ - anno/year,_ - formato/format,_ - libretto,_ - compositore/composer,ids_composer,_ - traduzione/translation
4716,"TANCREDI. Tragedia. — in Parma, per Erasmo Viotti, 1597 in 4, e 1598 in 8 — ed ivi, per lo stelso Viotti, 1603 e 1605 in 4, con altre dell'Autore. — di Pomponio Torelli, Conte di Monte Chiarugolo, nell'Accademia degl'Innominati di Parma il Perduto.",Tancredi,,Pomponio Torelli,Q3907904,Tragedia,,Parma,Q2683,,,Erasmo Viotti,Q55948680,1597,4,False,,,False
4717,"TANCREDI. Tragedia posta in luce da Gerardo Borgogni. — in Bergamo, per Comino Ventura. 1586 e 1588 in 4 — di Ottanio Asinari, Conte di Camerano. Di questa fà menzione Pomponio Torelli nella sua Dedicazione del Tancredi al Sig. Duca d'Urbino, e di quella di Girolamo Ruzzi. ""Fu poi dal Sig. Girolamo Ruzzi in versi, ed in atti Tragici, con molto piacere, ed utilità di chi la vede ridotta, ed ultimamente dal Sig. Co. dl Camerano, e nel soggetto variata con sublime vaghezza di stile"". Allac. Dram. c. 308",Tancredi,,Ottanio Asinari,,Tragedia posta,verse,Bergamo,Q628,,,Comino Ventura,Q43255322,1588,4,False,,,False
4718,"TANCREDI. Tragedia rappresentata nel Teatro dell'Accademia di Bologna nella Sala Zoppi l'anno 1614 in Bologna, per Bartolommeo Cochi. 1614 in 4 — ed in Vicenza, per Francesco Grossi. 1614 in 12. — di Ridolfo Campeggi, Bolognese, nell'Accademia de Gelati il Ruginoso. — La Relazione degli Apparati magnifici nella Rappresentazione della suddetta Tragedia fatta da Signori Accademici Gelati di Bologna nel dì 28. di Maggio 1615 fu scritta da Paolo Antonio Ambrosii, e stampata. — in Bologna, per gl'Eredi di Giovanni Rossi. 1615 in 12. — ed in Venezia, per Alessandro Polo 1620 in 12. — Allac. Drammat. c. 309.",Tancredi,,Ridolfo Campeggi,Q15733674,Tragedia,,Bologna,Q1891,Teatro dell'Accademia di Bologna,,Bartolomeo Cecchi,,1614,4,False,,,False
4719,"TANISIA. Dramma recitato in Vienna d'Austria nel Carnevale dell'anno 1688 — in Vienna d'Austria per Susanna Cristina, Vedova di Matteo Cosmerovio. 1688 in 8 — Poesia d'Incerto Autore. — Musica di Antonio Draghi, Ferrarese.",Tanisia,,unknown,Q24238356,Dramma,,Vienna,Q1741,,,Susanna Christina Cosmerovius,Q106080028,1688,8,True,Antonio Draghi,Q601855,False
4720,"TARGONE. Egloga Rusticale (in terzine). — in Siena, per Francesco di Simone. 1519 in 8 — ed ivi, per Francesco di Simone ad istanza di Giovanni di Alessandro Librajo adi 23 di Novembre 1542 coll'aggiunta del primo Atto, che nella prima edizione mancava. — di Lionardo di Ser Ambrogio, detto Mescolino, della Congrega de' Rozzi di Siena.",Targone,,Leonardo di Ser Ambrogio,,Egloga Rusticale,,Siena,Q2751,,,Francesco di Simone,,1519,8,False,,,False
4721,TARCONTE PRINCIPE DE' VOLSCI. Dramma recitato in Bologna l'anno 1716 nel Teatro Formagliari. — Poesia d'Incerto Autore. — Musica di Diversi.,Tarconte Principe De' Volsci,,unknown,Q24238356,Dramma,verse,,,Teatro Guastavillani/Formagliari,,unknown,,1716,,True,N/A,,False
4722,"TARTAGLIA. Commedia (in prosa). — in Ronciglione, per Domenico Domenichi. 1616 in 12. — ed in Roma, per Lodovico Grignani. 1620 in 12. — di Andrea Fiamma, Veneziano, Accademico Desideroso.",Tartaglia,,Andrea Fiamma,Q113844830,Commedia,prose,Ronciglione,Q30029567,,,Domenico Domenici,,1616,12,False,,,False
4723,"TARTAREA. Commedia Infernale (in prosa con qualche poca Poesia) dove con nuova, e dilettevole composizione si mostra la Virtù acquistarsi solo per opera di gran disagio, e fatica. — in Viterbo, per Girolamo Discepolo. 1614 e 1620 in 12. — in Pavia, per Giambatista Rossi. 1622 in 12. — in Venezia, per Giambatista Combi. 1624 in 12. — ivi, per Angiolo Salvadori. 1636 in 12. — ed in Roma, per Francesco Tizzoni. 1677 in 12. — di Giovanni Briccio, Romano.",Tartarea,,Giovanni Briccio,Q3766896,Commedia Infernale,prose,Viterbo,Q13395,,,Girolamo Discepolo,Q27485130,1620,12,False,,,False
4724,"TARTARO NELLA CINA. Dramma per Musica. — in Reggio, senza Stampatore. 1715 in 12. — di Antonio Salvi di Lucignano.",Tartaro Nella Cina,,Antonio Salvi,Q604920,Dramma,,Reggio Emilia,Q13360,,,unknown,,1715,12,True,,,False
4725,"TEATRO ALLA MODA, o sia, il Metodo sicuro, e facile per ben comporre, ed eseguire le Opere Italiane in Musica all'uso moderno (in prosa). — Ne' Borghi di Belisania, 1724 in 8 ma è Venezia. — si attribuisce a Benedetto Marcello, Patrizio Veneto. Questa propriamente non è un Azione Recitativa di sorta veruna, ma una caricatura saporitissima sopra i Drammi Musicali.",Teatro Alla Moda,"Il Metodo Sicuro, E Facile Per Ben Comporre, Ed Eseguire Le Opere Italiane In Musica All'Uso Moderno (In Prosa)",Benedetto Marcello,Q312784,— Ne',prose,,,,,unknown,,1724,8,False,,,False
4726,"TEBA. Tragedia (in versi sciolti) dedicata a S. E. il Sig. Marco Miani. in Venezia, per Cristoforo Zane. 1728 in 8 — di Luisa Bergalli, Veneziana, tra gli Arcadi Irminda Partenide.",Teba,,Luisa Bergalli,Q1433799,Tragedia,verse,Venice,Q641,,,Cristoforo Zane,Q118733383,1728,8,False,,,False
4727,"TESAIDE. Tragedia. — ""Di questa fu stampato solo l'Atto terzo col titolo d'Autore Incerto, ma Agostino Agostoni, che raccolse, e diede alla stampa gli Affetti Geniali di Niccolò Coradino, in Vicenza, per gli Eredi di Domenico Amadio. 1630 in 12, tra quelli ristampandolo, accerta essere di detto Coradino. Sentiamo quello, che dice a i Lettori: ""Indi quell'Atto della Tragedia da lui fatta con tanto studio, e sudore, che quasi non curato come scarso d'affetti, benchè grave di politici avvertimenti, fu ad istanza di avidi ingegni precocemente esposto senza nome alla censura de Letterati, che su conosciuta unghia di Leone, alla quale spero, che tutto il corpo della Tragedia, uscendo per qualche via, sia per corrispondere, non mica a leon volgare, ma a quello tratto dalla Selva Nemea"". Allac. Drammat. p. 310",Tesaide,,unknown,Q24238356,Tragedia,,Vicenza,Q6537,,,Eredi di Domenico Amadio,,1630,12,False,,,False
4728,"TEBAIDE. Tragedia di Seneca (tradotta in versi sciolti in quattro Atti) — in Venezia, per Marco Ginnami. 1622 in 8 con altre dell'Autore. — di Ettore Nini, Sanese, Accademico Filomato.",Tebaide,,Ettore Nini,Q101094734,Tragedia,verse,Venice,Q641,,,Marco Ginammi,Q59526923,1622,8,False,,,True
4729,"TEBAIDE. Tragedia di Seneca (tradotta in versi sciolti). — in Venezia, per Giambatista, e Marchiò Sessa. 1560 in 12. — con altre dell'Autore. — di Lodovico Dolce, Veneziano.",Tebaide,,Lodovico Dolce,Q1867806,Tragedia,verse,Venice,Q641,,,Giovanni Battista e Marchiò Sessa,,1560,12,False,,,True
,,,,,,,,,,,,unknown,,,,,,,
4730,"TELEMACO. Dramma per Musica rappresentato nella Sala dell'Illustriss. Sig. Federico Capranica in Roma nel Carnevale dell'anno 1718 — in Roma, nella Stamperia del Bernabo. 1718 in 12. — Poesia di Carlo Sigismondo Capece, Romano. Musica del Cav. Alessandro Scarlati, Napoletano.",Telemaco,,Carlo Sigismondo Capece,Q357164,Dramma,,Rome,Q220,,,Giovanni Battista Bernabò,Q93380650,1718,12,True,Alessandro Scarlatti,Q183087,False
,,,,,,,,,,,,unknown,,,,,,,
4731,"TELEOFONTE. Tragedia (in prisa). in Modena, nella Stamperia di Paolon Gadaldino. 1582 in 4 — di Antonio Cavallerino.",Teleofonte,,Antonio Cavallerino,Q3619393,Tragedia,,Modena,Q279,,,Paolo Gadaldino,,1582,4,False,,,False
4732,"TEMISTO. Tragedia. in Padova, per Giuseppe Comino. 1728 in 8 — di Giuseppe Salio, Padovano.",Temisto,,Giuseppe Salio,Q40687099,Tragedia,,Padua,Q617,,,Giuseppe Comino,Q3770342,1728,8,False,,,False
4733,"TEMISTOCLE. Azione Scenica nel felicissimo dì Natalizio della S. C. R. M. di Leop. I. Imperadore, per comando della S. C. R. M. della Imperadrice Eleonora Maddalena Teresa l'anno 1701 — in Vienna, per Cosmerovio. 1701 in 8. — Poesia Susanna Cristina Vedova di Matteo di Apostolo Zeno, Veneziano. — Musica di Marc'Antonio Ziani, Veneziano. Replicato nel Mese di Giugno 1721 nel Teatro Obizzi di Padova.",Temistocle,,Susanna Christina Cosmerovius,Q106080028,Azione Scenica,,Vienna,Q1741,,,Matthäus Cosmerovius,Q55125046,1701,8,True,Marc'Antonio Ziani,Q302270,False
4734,"TEMISTOCLE IN PERSIA. Dramma per Musica recitato in Vienna nel dì Natalizio dell'Imperadore Leopoldo l'anno 1681 — in Vienna d'Austria, per Gio. Cristoforo Cosmerovio. 1681 in 8. — Poesia del Co. Niccolò Minato, Bergamasco. — Musica di Antonio Draghi, Ferrarese.",Temistocle In Persia,,Nicolò Minato,Q1987241,Dramma,,Vienna,Q1741,,,Johann Christoph Cosmerovius,Q104283372,1681,8,True,Antonio Draghi,Q601855,False
,,,,,,,,,,,,unknown,,,,,,,
4735,"TEMISTOCLE IN PERSIA. Dramma (in versi sciolti) recitato da Comici nel Teatro di S. Salvatore di Venezia l'anno 1732 — in Venezia, per Bartolommeo Lucatel. 1732 in 12. — del Dott. Domenicor Benedetti, Veneziano.",Temistocle In Persia,,Domenico Benedetti,,Dramma,verse,Venice,Q641,Teatro Goldoni,Q3982376,Bartolomeo Locatelli,,1732,12,False,,,False
4736,"TEMISTOCLE IN BANDO. Dramma Venezia nell'auno 1683 in recitato nel Teatro di San Cassano a Venezia, per il Niccolini. 1683 in 12. — Poesia di Adriano Morselli, Veneziano. — Musica di Antonio Zanetti, Veneziano.",Temistocle In Bando,,Adriano Morselli,Q2825078,Dramma Venezia,,Venice,Q641,Teatro San Cassiano,Q246429,Francesco Niccolini,,1683,12,True,Antonio Zanetti,,False
4737,"TEMPESTA AMOROSA. Commedia (in prosa) — in Venezia per Roberto Meglietti. 1605 in 12. — ed ivi, per Giambatista Pulciani, 1605 in 12. — di Alessandro Donzellini, di Volsena.",Tempesta Amorosa,,Alessandro Donzellini,Q27831940,Commedia,prose,Venice,Q641,,,Roberto Meglietti,,1605,12,False,,,False
4738,"TEMPIO D'AMORE. Commedia nuova intitolata: Tempio d'Amore. Mediolani ex Officina Minutiana. 1518 in 8 — in Venezia, per Niccolò Zoppino, e Vincenzio Compagno nel MCCCCC e XXIIII adi IIII. di Marzo. in 8. Regnante lo Inclito Principe Mess. Andrea Gritti. del March. Galeotto dal Carrretto. — Di questa, e della Sofonisba fece mentione Alessandro Zanoli, Cittadino Veneziano nelle Vite de' Poeti, il manuscritto originalé del quale, non istampato, si conserva nella Biblioteca Aprosiana con queste parole: ""Poetando nella nostra Lingua, scrisse la Sofonisba Tragedia, e il Tempio d'Amore, Commedia spiegata con ogni maniera di versi, e con invenzione non disprezzabile, se la moltitudine delle Person in essa introdotte, che arrivano al numero di quarantadue, non la rendesse rincrescevole. È composizione fatta nella Corte di Guglielmo Marchese di Monferrato, appresso il quale si ricoverò, quando li Genovesi, perchè teneva le Parti del Duca di Milano loro Nemico, gli rovinarono il Castello del Finale, antico Patrimonio della sua Casa"". Allac. Dram. c. 311.",Tempio D'Amore,,,,Commedia nuova,verse,Venice,Q641,,,Nicolò d'Aristotele,Q3876594,1518,8,False,,,False
4739,"TEMPIO DI DIANA IN TAURICA. Festa Musicale alle Sacre Ces. Reali Maest. dell'Imperadore Leopoldo, e della Imperadrice Eleonora, nell'Imperiale Giardino di Sconbrun l'anno 1678 — in Vienna d'Austria, per Matteo Cosmerovio. 1678 in4 — Poesia del Co. Niccolò Minato, Bergamasco. — Musica di Antonio Draghi, Ferrarese.",Tempio Di Diana In Taurica,,Nicolò Minato,Q1987241,Festa Musicale,,Vienna,Q1741,,,Matthäus Cosmerovius,Q55125046,1678,,True,Antonio Draghi,Q601855,False
,,,,,,,,,,,,unknown,,,,,,,
4740,"TEMPO, E PAZIENZA, ovvero, i Fortunati avvenimenti di Nicomede Re di Eraclea. Opera Tragicomica (in prosa). in Bologna, per Antonio Pisarri. 1670 in 12. — del Pad. D. M. P.","Tempo, E Pazienza",I Fortunati Avvenimenti Di Nicomede Re Di Eraclea,M. P.,,Opera Tragicomica,prose,Bologna,Q1891,,,Antonio Pisarri,Q96622995,1670,12,False,,,False
4741,"TEMPO SCHERNITO DALLA PIETÀ, breve Oratorio cantato in Musica. la sera dell'Assunzione di Nostra Signora nella Piazza maggiore di Piacenza. — in Piacenza nella Stamperia di Giovanni Bazzacchi. 1677 in 4 — di Alessandro Gargiaria.","Tempo Schernito Dalla Pietà, Breve Oratorio Cantato In Musica",,Alessandro Gargeria,,la sera,,Piacenza,Q13329,,,Giovanni Bazachi,Q117050910,1677,4,False,,,False
4742,"TEMPO SCHERNITO DALLA PIETÀ, , NELLA PURIFICAZIONE DI NOSTRA DONNA. Rappresentazione (in ottava rima). — in Siena. senza Stampatore, ed anno. in 4 — —— d'Incerto Autore.","Tempo Schernito Dalla Pietà, , Nella Purificazione Di Nostra Donna",,unknown,Q24238356,Rappresentazione,verse,Siena,Q2751,,,unknown,,0,4,False,,,False
4743,"TENEBRE DI SANTA LUCIA. Tragedia. in Cosenza, per Andrea Riccio. 1593 un 8 — di F. Sebastiano Gaudio.",Tenebre Di Santa Lucia,,Sebastiano Gaudio,,Tragedia,,Cosenza,Q13619,,,Andrea Riccio,,1593,,False,,,False
4744,"TEODELINDA. Opera nuovamente composta, e rappresentata nel Teatro del Ducale Collegio de' Nobili di Parma dalli Signori Convittori del medesimo Collegio, in congiuntura del gloriosissimo Sposalizio fra il Serenissimo. Sign. Principe. Odoardo, e la Serenissima Signora Principessa Dorotea Sofia di Neoburgo. — Parma, per Galeazzo Rosati, 1699 in 4. — d'Incerto Autore.",Teodelinda,,unknown,Q24238356,Opera nuovamente,,Parma,Q2683,Teatro del Ducale Collegio de' Nobili,,Galeazzo Rosati,Q118733437,1699,4,False,,,False
4745,"TEODELINDA. Tragedia Morale data in luce da Martino la Farina. — in Palermo, per Giambatista Marino. 1632 in 12. — del P. Ortensio Scamacca, Siciliano, di Lentini, della Comp. di Gesù.",Teodelinda,,Ortensio Scamacca,,Tragedia Morale,,Palermo,Q2656,,,Giovanni Battista Maringo,Q107379881,1632,12,False,,,False
4746,"TEODOLINDA. Dramma per Musica. — in Milano, per Marc'Antonio Pandolfo Malatesta, 1696 in 12. — del March. Pietro Francesco Manfredo Trecchi, Milanese.",Teodolinda,,Pietro Francesco Manfredo Trecchi,,Dramma,,Milan,Q490,,,Marco Antonio Pandolfo Malatesta,Q105946318,1696,12,True,,,False
4747,"TEODORA. Commedia. in Venezia, per Domenico Farri, 1578 in 8 — di Flamminio Malegazzi.",Teodora,,Flamminio Malegazzi,,Commedia,,Venice,Q641,,,Domenico Farri,Q59526386,1578,8,False,,,False
4748,"TEODORA. Rappresentazione, e Martirio di Santa Teodora. in Livorno, per Vincenzo Bonfigli. 1653 in 12. — di Paolo Fej, Fiorentino.",Teodora,,Paolo Fei,,"Rappresentazione, e",,Livorno,Q6761,,,Vincenzo Bonfigli,,1653,12,False,,,False
4749,"TEODORA. Tragedia Sacra. — in Roma, per Francesco Cavallo. 1632 in 12. — ed in Firenze, per Pietro Nesti. 1655 in 4 edizione corretta. — di Girolamo Bartolommei, già Smeducci, Fiorentino.",Teodora,,Girolamo Bartolommei,Q109876959,Tragedia Sacra,,Rome,Q220,,,Francesco Cavallo,,1632,12,False,,,False
4750,"TEODORA AUGUSTA. Dramma recitato l'anno 1685 nel Teatro di S. Salvatore di Venezia. — in Venezia, per Francesco Niccolini. 1686 in 12. — Poesia di Adriano Morselli, Veneziano. — Musica di Domenico Gabrieli, Veneziano. — Replicato l'anno 1697 nel Teatro Malvezzi di Bologna, maa con molti Cambiamenti fatti alla Poesia da Giorgio Maria Rapparini, ed alla Musica di Domenico Gabrielli, da Giacomo Antonio Perti.",Teodora Augusta,,Adriano Morselli,Q2825078,Dramma,,Venice,Q641,Teatro Goldoni,Q3982376,Francesco Niccolini,,1686,12,True,Domenico Gabrielli,Q445589,False
,,,,,,,,,,,,unknown,,,,,,,
4751,TEODORA AUGUSTA. Dramma per Musica recitato nel Regio Teatro di Torino avanti alle loro Altezze Reali nell'anno 1695 per Giambatista Zapatta. 1695 in 8 — d'Incerto Autore.,Teodora Augusta,,unknown,Q24238356,Dramma,,,,Teatro Regio,,Giovanni Battista Zapatta,,1695,8,True,,,False
4752,"TEODORA, E DIDIMO. Rappresentazione (in prosa). — in Genova, per Giammaria Farroni, e Compagni. 1640 in 8 — data in luce da Fra Pier Giovanni Gottardi, Lucchese, Min. Osserv. Riformato.","Teodora, E Didimo",,Pier Giovanni Gottardi,,Rappresentazione,prose,Genoa,Q1449,,,Giammaria Farroni,,1640,8,False,,,False
4753,"TEODORA PENTITA. Sacra Rappresentazione. — in Napoli, per Domenico Montanaro. 1636 in 8 — di Fra Serafino Filocalo d'Arzè, Carmelitano di Napoli.",Teodora Pentita,,Serafino Filocalo d'Arzè,,Sacra Rappresentazione,,Naples,Q2634,,,Domenico Montanaro,Q124248764,1636,8,False,,,False
4754,"TEODORA PENTITA in Napoli per Carlo Troyse. 1702 in 12. — del Dottor Giuseppe Gastaldo. A questa fece il Prologo in versi intitolato: il Trionfo della Penitenza, il Dott. Giacomo Badiale.",Teodora Pentita In Napoli Per Carlo Troyse,,Giuseppe Castaldo,,1702 in,verse,Naples,Q2634,,,Carlo Troyse,,1702,12,False,,,False
4755,"TEODORA VERGINE D'ALESSANDRIA. Tragedia Spirituale. — in Ferrara, per Vittorio Baldini. 1613 in 12. — di Agostino Faustini, Ferrarese.",Teodora Vergine D'Alessandria,,Agostino Faustini,,Tragedia Spirituale,,Ferrara,Q13362,,,Vittorio Baldini,Q4015285,1613,12,False,,,False
4756,"TEODORICO. Dramma rappresentato nel Teatro di San Giangrisostomo di Venezia l'anno 1720 — in Venezia, per Marino Rossetti, 1720 in 12. — Poesia del Dott. Antonio Salvi, di Lucignano. — Musica di Giovanni Porta, Veneziano. — Replicato l'anno 1728 nel Teatro Formagliari di Bologna. — Musica di Giuseppe Maria Buini, Bolognese, e di altri, Questo Dramma fu prima sentito con altro titolo.",Teodorico,,Antonio Salvi,Q604920,Dramma,,Venice,Q641,Teatro Malibran,Q3982047,Marino Rossetti,Q122599209,1720,12,True,Giovanni Porta,Q571407,False
4757,"TEODOSIO. Dramma recitato nel Teatro di San Cassiano di Venezia l'anno 1699 — in Venezia, per il Niccolini. 1699 in 12. — Poesia di Autore, di cui si è voluto tacere il nome. — Musica di Marc'Antonio Ziani, Veneziano. — Si raccoglie però dall'Autore del Libro intitolato: Glorie della Poesia, e della Musica a c. 134. — che questo sia un Dramma postumo, perfezionato da altri, e parto d'una penna assai chiara per Dignità, e per Natali. In fatti da altri pot è attribuito al Cardinale Vincenzo Grimani, Patrizio Ven.",Teodosio,,unknown,Q24238356,Dramma,,Venice,Q641,Teatro San Cassiano,Q246429,Francesco Niccolini,,1699,12,True,Marc'Antonio Ziani,Q302270,False
4758,"TEODOSIO IL GIOVANE. Dramma rappresentato in Roma l'anno 1711. in Roma, per Antonio de' Rossi, 1711 — Poesia d'Incerto Autore. — Musica di Filippo Amadei.",Teodosio Il Giovane,,unknown,Q24238356,Dramma,,Rome,Q220,,,Antonio De Rossi,Q84493907,1711,,True,Filippo Amadei,Q3071869,False
4759,"TEODOSIO IMPERADORE. Oratorio per Musica. — in Trapani, per il Franco. 1696 in 4 — di Francesco Giattini, di Palermo.",Teodosio Imperadore,,Francesco Giattini,,Oratorio,,Trapani,Q13664,,,Franco,,1696,4,True,,,False
4760,"TEOFILO. Commedia Spirituale. in Siena, per Ercole Gori. 1625TE in 12. — di Benvenuto Flori, il Dilettevole.",Teofilo,,Benvenuto Flori,,Commedia Spirituale,,Siena,Q2751,,,Ercole Gori,Q118733371,1625,12,False,,,False
4761,"TEOPISTE. Opera Sacra. — in Milano, per Giuseppe Malatesta. 1700 in 12, nel Tom. II. delle Opere dell'Autore. — di Carlo Maria Maggi, Milanese.",Teopiste,,Carlo Maria Maggi,Q1150131,Opera Sacra,,Milan,Q490,,,Giuseppe Richino Malatesta,Q122599193,1700,12,False,,,False
4762,"TEOSENA. Tragedia. — in Vicenza, per Francesco Grossi, 1614 e 1619 in 12. — di Pier Antonio Toniani.",Teosena,,Pier Antonio Toniani,,Tragedia,,Vicenza,Q6537,,,Francesco Grossi,Q109692150,1619,12,False,,,False
4763,"TERESA. Oratorio. Primo. — in Mantova, per Giambatista Grana. 1706 in 12. — di Alessandro Pegolotti, di Guastalla.",Teresa,,Alessandro Pegolotti,Q15629920,Oratorio,,Mantua,Q6247,,,Giovanni Battista Granata,Q5563731,1706,12,False,,,False
4764,"TERESA. Oratorio Secondo. — in Mantova, per Giambatista Grana. 1706 in 12. — di Alessandro Pegolotti, di Guastalla.",Teresa,,Alessandro Pegolotti,Q15629920,Oratorio Secondo,,Mantua,Q6247,,,Giovanni Battista Granata,Q5563731,1706,12,False,,,False
4765,"TERESA. — Oratorio per Musica cantato nella Chiesa di San Gio. in Conca di Milano. — in Vienna, per Gio. Pietro Van Ghelen—— 1707 in 8 — di Pier Antonio Bernardoni, Bolognese.",Teresa,,Pietro Antonio Bernardoni,Q31752320,— Oratorio,,Vienna,Q1741,,,Johann Peter van Ghelen,Q1695821,1707,8,True,,,False
4766,"TERREMOTO. Commedia (in prosa). in Ronciglione, per Francesco Mercurio 1623 in 12. — di Michiel Angiolo Mercurj, Accademico Desideroso di Ronciglione.",Terremoto,,Michelangelo Mercuri,,Commedia,prose,Ronciglione,Q30029567,,,Francesco Mercuri,,1623,12,False,,,False
