voce/entry,titolo/title,sottitolo/subtitle,autore/author,genere/genre,metro/mode,luogo di pubblicazione/city,luogo di rappresentazione/location,editore/publisher,anno/year,formato/format,libretto,compositore/composer,traduzione/translation
"TABERNARIA. Commedia (in prosa in cinque Atti) — in Ronciglione, per Domenico Domenici. 1612e 1616 in 12. — ed in Napoli, nella Stamperia, e alle spese di Gennaro Muzio—. 1726 in 12. — di Giambatista dalla Porta, Napoletano.",Tabernaria,,"<a href=""https://www.wikidata.org/wiki/Q334154"">Giambattista della Porta</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q30029567"">Ronciglione</a>",,Domenico Domenici,1616,12,False,,False
"TACERE ED AMARE. Dramma Civile Musicale rappresentato nell'Accademia de Signori Infuocati. — in Firenze, per Vincenzo Vangelisti, 1698 in 12. nel Tom. III. a c. 405. delle Poesie Drammatiche dell'Autore. — del Dottor Gio. Andrea Moneglia, Fiorentino.",Tacere Ed Amare,,"<a href=""https://www.wikidata.org/wiki/Q42534467"">Giovanni Andrea Moniglia</a>",dramma civile,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,Vincenzo Vangelisti,1698,12,False,,False
"TACERE PER FINO l'OCCASIONE. Opera Regia (in prosa). — in Bologna, a spese di Carlo Troyse, 1694 in 12. — di Domenico Veraldo, di Nicastro.",Tacere Per Fino L'Occasione,,Domenico Veraldo,opera regia,prose,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,Carlo Troyse,1694,12,False,,False
"TACITURNITÀ LOQUACE, seconda parte del Caval. Trascurato. Commedia (in prosa). — in Napoli, per Francesco Savio. 1653 in 12. — di Giambatista Pasca, Napoletano.","Taciturnità Loquace, Seconda Parte Del Caval",,Giambatista Pasca,trascurato,prose,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,"<a href=""https://www.wikidata.org/wiki/Q118733428"">Francesco Savio</a>",1653,12,False,,False
"TACITURNO AMORE. Favola Pastorale. — in Ferrara, per Francesco Suzzi. 1625 in 8 — del Capitan Marco Petrocini, Accademico Ingegnoso di Ferrara detto lo Stanco.",Taciturno Amore,,Marco Petroccini,favola pastorale,,"<a href=""https://www.wikidata.org/wiki/Q13362"">Ferrara</a>",,Francesco Suzzi,1625,8,False,,False
"TAICAN RE DELLA CINA. Tragedia rappresentata nel Teatro di S. Cassiano di Venezia l'anno 1707 — in Venezia, per Marino Rossetti. 1707 in 12. — Poesia di Urbano Rizzi, Trevisano. — Musica di Francesco Gasparini, Romano.",Taican Re Della Cina,,Urbano Rizzi,tragedia,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q246429"">Teatro San Cassiano</a>","<a href=""https://www.wikidata.org/wiki/Q122599209"">Marino Rossetti</a>",1707,12,True,"<a href=""https://www.wikidata.org/wiki/Q446955"">Francesco Gasparini</a>",False
"TAIDE ALESSANDRINA. Opera Scenica (in prosa). — in Ronciglione, per il Menichelli. 1676 in112 — d'Incerto Autore.",Taide Alessandrina,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",opera scenica,prose,"<a href=""https://www.wikidata.org/wiki/Q30029567"">Ronciglione</a>",,Menichelli,1676,,False,,False
"TAIDE CONVERTITA. Rappresentazione Spirituale (in versi scrolti). — in Venezia, per Grazioso Percaccino. 1598 1599 in 4 e 1605 in 12. — ed ivi, per Gherardo Imberti, 1621 in 12. — di Ambrogio Leoni, Veneziano, Crocifero.",Taide Convertita,,Ambrogio Leoni,rappresentazione spirituale,verse,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q112433743"">Grazioso Percacino</a>",1599,4,False,,False
"TALANTA. Commedia (in prosa) composta a petizione de Magnifici Signori Sempiterni, e recitata dalle lor proprie Magnificenze con mirabil superbia d'Apparato. — in Vinegia, per Gabriel Giolito de Ferrari. 1553 in 12. — e senza luogo, e Stampatore, 1588 in 8 con tre altre. — ed ivi, per Andrea di Melagrano. 1589 in 8 — di Pietro Aretino. — L'Autore della Biblioteca Italiana, &c. a c. 127. crede, che di stampa del Marcolino siano uncora le altre tre Commedie di questo Autore, cioè, l'Atalanta, l'Ippocrito, ed il Filosofo. V'è pure una stampa del 1588, cioè, il Marescalco, la Cortigiana, e l'Ippocrito in un Volume. Prendono errore quelli, che chiamano questa Commedia Atalanta in vece di Talanta.",Talanta,,"<a href=""https://www.wikidata.org/wiki/Q296272"">Pietro Aretino</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q929804"">nan</a>",,unknown,1553,12,False,,False
"TALESTRI. Opera Scenica (in prosa). — in Bologna, per Antonio Pisarri senza Stampatore. 1675 in 12. — Poesia di Francesco Scarselli, Bolognese.",Talestri,,Francesco Scarselli,opera scenica,prose,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,unknown,1675,12,False,,False
"TAMAR. Azione Tragica rappresentata nella Città di Vicenza dalla Compagnia Nuova l'anno 1586 — in Vicenza, per Agostino della Noce. 1586 in 12. — di Giambatista Velo, di Vicenza.",Tamar,,Giambattista Velo,azione tragica,,"<a href=""https://www.wikidata.org/wiki/Q6537"">Vicenza</a>",,Agostino dalla Noce,1586,12,False,,False
"TAMERLANO. Tragedia (in prosa) di Mons. Pradon trasportata dall'Idioma Francese, e recitata da' Signori Cavalieri del Clementino nelle vacanze del Carnevale nell'anno 1709 in Roma, nella Stamperia di Gio. Francesco Chracas. 1709 in 12. — d'Incerto Traduttore.",Tamerlano,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",tragedia,prose,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,"<a href=""https://www.wikidata.org/wiki/Q56024573"">Giovanni Francesco Chracas</a>",1709,12,False,,False
"TAMERLANO. Tragedia recitata l'anno 1710 in Venezia nel Teatro di San Cassiano, in Venezia, per Marino Rossetti. 1710 in 12. — Poesia del Co. Agostino Piovene, Patrizio Veneto. — Musica di Francesco Gasparini Romano, Replicato l'anno 1716 nel Teatro Mantica di Udme. — in Udine, per Gio. Domenico Murero, 1716 in 12. — E poi nel Teatro di Massa anno stesso. — in Massa, per Pellegrino rrediani. 1716 in 8 — L'anno 1719 nel Teatro della Illustriss. Communità di Reggio in occasione della Fiera, ma col nome di Bajazet. — in Reggio, per Ippolito Vedrotti. 1719 in 8. — Musica nuova di Francesco Gasparini, Romano. — Nel Teatro Delfino di Trevigi l'anno 1721 col nome di Tamerlano. — in Trevigi, senza Stampatore. 1721 in 12. — Nel Real Palazzo di Napoli, col titolo di Bajazette, l'anno 1722 festeggiandosi il feliciss. giorno Natalizio della S. Ces. Catt. Real Maestà di Elisabetta Cristina, Imperadrice Regnante. — in Napoli, per Francesco Ricciardo, 1722 in 8 Musica per la maggior parte di Lionardo Leo, Napoletano. — Prima del Dramma si legge un Componimento per Musica recitato per celebrare il detto felicissimo giorno. — Poesia di Silvio Stampiglia. — Musica del suddetto Leo. — in Lubiana nel Palazzo del Vice—Dominato l'anno 1732 — in Venezia, per Girolamo Savioni, 1732 in 8 — Musica dell'Ab. Don Giuseppe Clemente de' Bonomi. — E finalmente replicato l'anno 1735 col primo nome di Tamerlano nel Teatro dell'Accademia Filarmonica di Verona. — in Verona, per Jacopo Vallarsi. 1735 in 12. — Musica di Don Antonio Vivaldi, Veneziano. — In tutte le accennate recite, il Dramma ha perduto molto del suo originale per le mutazioni accadutegli.",Tamerlano,,"<a href=""https://www.wikidata.org/wiki/Q20750793"">Agostino Piovene</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q246429"">Teatro San Cassiano</a>",unknown,1710,12,True,"<a href=""https://www.wikidata.org/wiki/Q446955"">Francesco Gasparini</a>",False
"TAMIRI. Tragedia recitata nel Teatro di Sant'Angiolo di Venezia l'anno 1734 — in Venezia, per Marino Rossetti. 1734 in 12. — Poesia di Bartolommeo Vitturi, Veneziano. — Musica di Baldassarre Galuppi, Veneziano.",Tamiri,,"<a href=""https://www.wikidata.org/wiki/Q809511"">Bartolomeo Vitturi</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q1110282"">Teatro San Angelo</a>","<a href=""https://www.wikidata.org/wiki/Q122599209"">Marino Rossetti</a>",1734,12,True,"<a href=""https://www.wikidata.org/wiki/Q208338"">Baldassare Galuppi</a>",False
"TAMINGI. Tragedia Cinese (in versi Martelliani, in cinque Atti) in Roma, per Francesco Gonzaga. 1715 in 8 — di Pier Jacopo Mar tello, Bolognese.",Tamingi,,"<a href=""https://www.wikidata.org/wiki/Q3902896"">Pier Jacopo Martello</a>",tragedia cinese,verse,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,"<a href=""https://www.wikidata.org/wiki/Q64358843"">Francesco Gonzaga</a>",1715,8,False,,False
"TANCIA. Commedia Rusticale (in ottava rima). — in Firenze, per Cosimo Giunti. 1612 in 4 1615 in 8 1623 in 4 e 1638 in 8 — senza nome di Autore. — ivi, per Giambatista Landini. 1638 in 8. In questa Edizione si vede il nome dell'Autore, che ancora viveva, ma le mancano alcune cose, che si leggevano nelle precedenti. — ed ivi, per li Tartini, e Franchi. 1726 in foglio, insieme colla Fiera altra Commedia dello stesso Autore, e colle Annotazioni dall'Alb. Anton Maria Salvini, Fiorentino. — di Michelagnolo Buonarroti, Fiorentino, il Giovane, detto anche il Novello. — Questa Commedia fu voltata in lingua Bolognese (in prosa) dal Timido Accademico Dubbioso, che la intitolò la Togna. — in Bologna, per Giacomo Monti, 1654 in 8 — Nel medesimo luogo, ed anno e dalle stampe delle stesse Monti, si vede la medesima Traduzione col titolo di Bernarda, nella quale si dice, ch'è opera di Giulio Cesare Allegri, che non mutò se non li nomi de Personaggi. Crescimb. Coment. Vol.III. lib.III. p.155 della Ediz. di Venezia. Per sapere in quanta estimazione debba tenersi questo grazioso componimento basta il giudizio proferito dal Dott. Vincenzo Gravina Critica di buon naso, il quale nel suo Libro della Rag. Poet. Lib.II. §.XXII. dice: ""Ma niuno meglio che il Cortese nella Napolitana Rosa, e il Buonarrori nella Tancia, ha sa puto rappresentare i caratteri Contadineschi, e rendere al vivo i costumi, e le passioni di simil gente nell'orditura di un Dramma"". Le due Edizioni della Tancia riferite dal P. Giulio Negri nella sua Istoria degli Scrittori Fiorentini (c. 412) una colle Annotazioni di Francesco Sansovino, stampata in Venezia, per Altobello Salicato, 1585 in 12, e l'altra con quella di Tommaso Porcacchi. ivi per Comin Gallina. 1605 in 12. Sono riputate apocrife dagli Stampatori Fiorentini nella Lettera à Lettori premessa alla Edizione mentovata del 1726 a quali sono disposto di credere finattantochè non mi riesca di vederle cogli occi propri.",Tancia,,"<a href=""https://www.wikidata.org/wiki/Q1930983"">Michelangelo Buonarroti</a>",commedia rusticale,prose,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,"<a href=""https://www.wikidata.org/wiki/Q51955060"">Cosimo Giunta</a>",1612,4,False,,True
"TANCREDI. Tragedia. — in Parma, per Erasmo Viotti, 1597 in 4, e 1598 in 8 — ed ivi, per lo stelso Viotti, 1603 e 1605 in 4, con altre dell'Autore. — di Pomponio Torelli, Conte di Monte Chiarugolo, nell'Accademia degl'Innominati di Parma il Perduto.",Tancredi,,"<a href=""https://www.wikidata.org/wiki/Q3907904"">Pomponio Torelli</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q2683"">Parma</a>",,"<a href=""https://www.wikidata.org/wiki/Q55948680"">Erasmo Viotti</a>",1597,4,False,,False
"TANCREDI. Tragedia posta in luce da Gerardo Borgogni. — in Bergamo, per Comino Ventura. 1586 e 1588 in 4 — di Ottanio Asinari, Conte di Camerano. Di questa fà menzione Pomponio Torelli nella sua Dedicazione del Tancredi al Sig. Duca d'Urbino, e di quella di Girolamo Ruzzi. ""Fu poi dal Sig. Girolamo Ruzzi in versi, ed in atti Tragici, con molto piacere, ed utilità di chi la vede ridotta, ed ultimamente dal Sig. Co. dl Camerano, e nel soggetto variata con sublime vaghezza di stile"". Allac. Dram. c. 308",Tancredi,,Ottanio Asinari,tragedia,verse,"<a href=""https://www.wikidata.org/wiki/Q628"">Bergamo</a>",,"<a href=""https://www.wikidata.org/wiki/Q43255322"">Comino Ventura</a>",1588,4,False,,False
"TANCREDI. Tragedia rappresentata nel Teatro dell'Accademia di Bologna nella Sala Zoppi l'anno 1614 in Bologna, per Bartolommeo Cochi. 1614 in 4 — ed in Vicenza, per Francesco Grossi. 1614 in 12. — di Ridolfo Campeggi, Bolognese, nell'Accademia de Gelati il Ruginoso. — La Relazione degli Apparati magnifici nella Rappresentazione della suddetta Tragedia fatta da Signori Accademici Gelati di Bologna nel dì 28. di Maggio 1615 fu scritta da Paolo Antonio Ambrosii, e stampata. — in Bologna, per gl'Eredi di Giovanni Rossi. 1615 in 12. — ed in Venezia, per Alessandro Polo 1620 in 12. — Allac. Drammat. c. 309.",Tancredi,,"<a href=""https://www.wikidata.org/wiki/Q15733674"">Ridolfo Campeggi</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",Teatro dell'Accademia di Bologna,Bartolomeo Cecchi,1614,4,False,,False
"TANISIA. Dramma recitato in Vienna d'Austria nel Carnevale dell'anno 1688 — in Vienna d'Austria per Susanna Cristina, Vedova di Matteo Cosmerovio. 1688 in 8 — Poesia d'Incerto Autore. — Musica di Antonio Draghi, Ferrarese.",Tanisia,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q1741"">Vienna</a>",,"<a href=""https://www.wikidata.org/wiki/Q106080028"">Susanna Christina Cosmerovius</a>",1688,8,True,"<a href=""https://www.wikidata.org/wiki/Q601855"">Antonio Draghi</a>",False
"TARGONE. Egloga Rusticale (in terzine). — in Siena, per Francesco di Simone. 1519 in 8 — ed ivi, per Francesco di Simone ad istanza di Giovanni di Alessandro Librajo adi 23 di Novembre 1542 coll'aggiunta del primo Atto, che nella prima edizione mancava. — di Lionardo di Ser Ambrogio, detto Mescolino, della Congrega de' Rozzi di Siena.",Targone,,Leonardo di Ser Ambrogio,egloga rusticale,,"<a href=""https://www.wikidata.org/wiki/Q2751"">Siena</a>",,Francesco di Simone,1519,8,False,,False
TARCONTE PRINCIPE DE' VOLSCI. Dramma recitato in Bologna l'anno 1716 nel Teatro Formagliari. — Poesia d'Incerto Autore. — Musica di Diversi.,Tarconte Principe De' Volsci,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",dramma,verse,,Teatro Guastavillani/Formagliari,unknown,1716,,True,,False
"TARTAGLIA. Commedia (in prosa). — in Ronciglione, per Domenico Domenichi. 1616 in 12. — ed in Roma, per Lodovico Grignani. 1620 in 12. — di Andrea Fiamma, Veneziano, Accademico Desideroso.",Tartaglia,,"<a href=""https://www.wikidata.org/wiki/Q113844830"">Andrea Fiamma</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q30029567"">Ronciglione</a>",,Domenico Domenici,1616,12,False,,False
"TARTAREA. Commedia Infernale (in prosa con qualche poca Poesia) dove con nuova, e dilettevole composizione si mostra la Virtù acquistarsi solo per opera di gran disagio, e fatica. — in Viterbo, per Girolamo Discepolo. 1614 e 1620 in 12. — in Pavia, per Giambatista Rossi. 1622 in 12. — in Venezia, per Giambatista Combi. 1624 in 12. — ivi, per Angiolo Salvadori. 1636 in 12. — ed in Roma, per Francesco Tizzoni. 1677 in 12. — di Giovanni Briccio, Romano.",Tartarea,,"<a href=""https://www.wikidata.org/wiki/Q3766896"">Giovanni Briccio</a>",commedia infernale,prose,"<a href=""https://www.wikidata.org/wiki/Q13395"">Viterbo</a>",,"<a href=""https://www.wikidata.org/wiki/Q27485130"">Girolamo Discepolo</a>",1620,12,False,,False
"TARTARO NELLA CINA. Dramma per Musica. — in Reggio, senza Stampatore. 1715 in 12. — di Antonio Salvi di Lucignano.",Tartaro Nella Cina,,"<a href=""https://www.wikidata.org/wiki/Q604920"">Antonio Salvi</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q13360"">Reggio Emilia</a>",,unknown,1715,12,True,,False
"TEATRO ALLA MODA, o sia, il Metodo sicuro, e facile per ben comporre, ed eseguire le Opere Italiane in Musica all'uso moderno (in prosa). — Ne' Borghi di Belisania, 1724 in 8 ma è Venezia. — si attribuisce a Benedetto Marcello, Patrizio Veneto. Questa propriamente non è un Azione Recitativa di sorta veruna, ma una caricatura saporitissima sopra i Drammi Musicali.",Teatro Alla Moda,"Il Metodo Sicuro, E Facile Per Ben Comporre, Ed Eseguire Le Opere Italiane In Musica All'Uso Moderno (In Prosa)","<a href=""https://www.wikidata.org/wiki/Q312784"">Benedetto Marcello</a>",caricatura,prose,,,unknown,1724,8,False,,False
"TEBA. Tragedia (in versi sciolti) dedicata a S. E. il Sig. Marco Miani. in Venezia, per Cristoforo Zane. 1728 in 8 — di Luisa Bergalli, Veneziana, tra gli Arcadi Irminda Partenide.",Teba,,"<a href=""https://www.wikidata.org/wiki/Q1433799"">Luisa Bergalli</a>",tragedia,verse,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q118733383"">Cristoforo Zane</a>",1728,8,False,,False
"TESAIDE. Tragedia. — ""Di questa fu stampato solo l'Atto terzo col titolo d'Autore Incerto, ma Agostino Agostoni, che raccolse, e diede alla stampa gli Affetti Geniali di Niccolò Coradino, in Vicenza, per gli Eredi di Domenico Amadio. 1630 in 12, tra quelli ristampandolo, accerta essere di detto Coradino. Sentiamo quello, che dice a i Lettori: ""Indi quell'Atto della Tragedia da lui fatta con tanto studio, e sudore, che quasi non curato come scarso d'affetti, benchè grave di politici avvertimenti, fu ad istanza di avidi ingegni precocemente esposto senza nome alla censura de Letterati, che su conosciuta unghia di Leone, alla quale spero, che tutto il corpo della Tragedia, uscendo per qualche via, sia per corrispondere, non mica a leon volgare, ma a quello tratto dalla Selva Nemea"". Allac. Drammat. p. 310",Tesaide,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q6537"">Vicenza</a>",,Eredi di Domenico Amadio,1630,12,False,,False
"TEBAIDE. Tragedia di Seneca (tradotta in versi sciolti in quattro Atti) — in Venezia, per Marco Ginnami. 1622 in 8 con altre dell'Autore. — di Ettore Nini, Sanese, Accademico Filomato.",Tebaide,,"<a href=""https://www.wikidata.org/wiki/Q101094734"">Ettore Nini</a>",tragedia,verse,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q59526923"">Marco Ginammi</a>",1622,8,False,,True
"TEBAIDE. Tragedia di Seneca (tradotta in versi sciolti). — in Venezia, per Giambatista, e Marchiò Sessa. 1560 in 12. — con altre dell'Autore. — di Lodovico Dolce, Veneziano.",Tebaide,,"<a href=""https://www.wikidata.org/wiki/Q1867806"">Lodovico Dolce</a>",tragedia,verse,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Giovanni Battista e Marchiò Sessa,1560,12,False,,True
"TELEMACO. Dramma per Musica rappresentato nella Sala dell'Illustriss. Sig. Federico Capranica in Roma nel Carnevale dell'anno 1718 — in Roma, nella Stamperia del Bernabo. 1718 in 12. — Poesia di Carlo Sigismondo Capece, Romano. Musica del Cav. Alessandro Scarlati, Napoletano.",Telemaco,,"<a href=""https://www.wikidata.org/wiki/Q357164"">Carlo Sigismondo Capece</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,"<a href=""https://www.wikidata.org/wiki/Q93380650"">Giovanni Battista Bernabò</a>",1718,12,True,"<a href=""https://www.wikidata.org/wiki/Q183087"">Alessandro Scarlatti</a>",False
"TELEOFONTE. Tragedia (in prisa). in Modena, nella Stamperia di Paolon Gadaldino. 1582 in 4 — di Antonio Cavallerino.",Teleofonte,,"<a href=""https://www.wikidata.org/wiki/Q3619393"">Antonio Cavallerino</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q279"">Modena</a>",,Paolo Gadaldino,1582,4,False,,False
"TEMISTO. Tragedia. in Padova, per Giuseppe Comino. 1728 in 8 — di Giuseppe Salio, Padovano.",Temisto,,"<a href=""https://www.wikidata.org/wiki/Q40687099"">Giuseppe Salio</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q617"">Padua</a>",,"<a href=""https://www.wikidata.org/wiki/Q3770342"">Giuseppe Comino</a>",1728,8,False,,False
